config_id,scaling,n_bins,n_pc,hidden,alpha,balance,precision_macro,precision_macro_std,recall_macro,recall_macro_std,f1_macro,f1_macro_std,f1_weighted,f1_weighted_std,accuracy,accuracy_std
39,center,4,50,"(64,)",0.01,True,0.5537764257190714,0.019582632424250693,0.5000732600732601,0.015181835598388095,0.512976988544321,0.014967966012474174,0.5699748115435542,0.025208733970315745,0.5805555555555556,0.027498597046143512
40,center,4,50,"(64,)",0.1,False,0.5384339498718519,0.03316124726582608,0.5021062271062271,0.03096816685691791,0.5117269862452624,0.034839398668495156,0.5707686522970148,0.033244316924209975,0.5833333333333334,0.029658550700086973
41,center,4,50,"(64,)",0.1,True,0.5565558153601632,0.02273237809626971,0.5000732600732601,0.015181835598388095,0.5139212134015894,0.014140351268177219,0.5699180848563926,0.025229350529549128,0.5805555555555556,0.027498597046143512
42,center,4,50,"(128, 64)",0.001,False,0.5540023391242904,0.018080679827975614,0.49745421245421245,0.011731108790011659,0.5103283330208973,0.013539221911443928,0.5748147886755842,0.008792217489434193,0.5916666666666667,0.011785113019775802
43,center,4,50,"(128, 64)",0.001,True,0.5605061115355233,0.030778076145089463,0.5080402930402931,0.007782870005217925,0.5218527109431191,0.011291781029596276,0.5837160277435197,0.0179638411055464,0.5944444444444444,0.02187224409447726
44,center,4,50,"(128, 64)",0.01,False,0.5610305174562069,0.012895529662804555,0.5024542124542125,0.011470612773480465,0.5160463132705025,0.012051795687099215,0.5825947557582595,0.006031918795178678,0.6,0.006804138174397693
45,center,4,50,"(128, 64)",0.01,True,0.5605061115355233,0.030778076145089463,0.5080402930402931,0.007782870005217925,0.5218527109431191,0.011291781029596276,0.5837160277435197,0.0179638411055464,0.5944444444444444,0.02187224409447726
46,center,4,50,"(128, 64)",0.1,False,0.552089522677758,0.007448687250769852,0.5091391941391941,0.005689282671215397,0.5215404745241936,0.004820357642712384,0.5814923325847628,0.010138600993366357,0.5944444444444444,0.01039349274103869
47,center,4,50,"(128, 64)",0.1,True,0.5737297702297702,0.03323637473493821,0.5181684981684981,0.014819034327343578,0.5337335590584088,0.017265744034468528,0.5942879662798657,0.021924022772802042,0.6055555555555555,0.023895347964007302
48,center,8,10,"(64,)",0.001,False,0.35602756573118094,0.022863146458672063,0.34324175824175823,0.031734879932896434,0.3457988102199457,0.030265485727528203,0.42475350228872816,0.02856898092783616,0.43333333333333335,0.024532669073132892
49,center,8,10,"(64,)",0.001,True,0.3302480714353419,0.030980660117526985,0.3291025641025641,0.02962981677654719,0.32839289654321197,0.029999979697964085,0.39733343908396485,0.02834547174734047,0.40277777777777773,0.02749859704614353
